these	give	0.0271281689432
these	house	0.0584424113973
thatc	strong	0.0167616100744
don't	sweet	0.0365008982883
the	gentle	0.0245356748977
those	enter	0.0150427995972
thatc	door	0.0184648300152
for	gracious	0.0107945107047
this	pearl	0.00465828161947
fight	withv	0
in	wish	0.00202246257284
of	dog	0.0176720216886
thep	mighty	0
those	heavy	0.0101031324964
that	fight	0.00955310646987
on	gracious	0.00890424172273
don't	enter	0.0168443125332
to	gentle	0.0233362345734
with	dog	0.0177374757506
thatc	kill	0.00244164384766
with	dagger	0.0068174951523
of	heavy	0.00966068684206
don't	doubt	0.000778073723426
a	find	0.00681498743416
those	gate	0.0207456531905
this	praise	0.00256244027886
inv	dangerous	0
the	hope	0.00126681432698
on	great	0.053004955509
thep	dog	0
with	rock	0.00832287106987
this	long	0.0287871768974
the	praise	0.00257397785041
of	foolish	0.00586771917666
thep	long	0
doesn't	trust	0.00270010393705
thep	bring	0
on	kill	0.00596645584247
on	dangerous	0.0053338035641
these	noble	0.034765615858
to	royal	0.016477235105
with	foolish	0.00589202144303
thep	know	0
a	stand	0.0156453348289
that	banish	0.00160231925831
the	find	0.00681465525247
these	dangerous	0.00575721407007
of	think	0.00459014379463
withv	crown	0
to	worm	0.00338139018727
thep	deer	0
the	get	0.0123018373716
in	church	0.0127592576163
this	trust	0.0024118892313
this	stone	0.0134641945017
fight	inv	0
on	pearl	0.00459447441177
on	foul	0.0144852178736
this	sit	0.00750297261507
those	bloody	0.0159689026632
on	wall	0.0157633934613
for	door	0.0240652768552
this	know	0.00452472468107
the	precious	0.0067153817295
with	guard	0.0030790417893
inv	door	0
of	hang	0.0053176033614
don't	foolish	0.00597953708856
with	gate	0.0207281735367
these	hate	0.00146581993515
these	royal	0.0150717311428
on	worthy	0.012836395862
withv	long	0
don't	give	0.0237877520356
that	love	0.0300875726764
with	go	0.0307967510006
the	dagger	0.0068247870807
of	leave	0.00608556676096
thep	bloody	0
inv	foolish	0
a	love	0.0300012625267
the	enter	0.0115109198292
doesn't	worm	0.00956760123003
that	serve	0.00384921476477
withv	dangerous	0
those	trust	0.00176863041289
on	dog	0.0176304545367
this	find	0.0066662365208
thep	heavy	0
that	gracious	0.0087434335259
with	give	0.022937940151
thep	noble	0
of	long	0.0278535990953
to	long	0.0284244405141
this	believe	0.000222242022587
in	stone	0.0130198706669
on	die	0.0104735924786
of	foul	0.0140596244828
a	dare	0.00288269416345
that	come	0.0318312730457
don't	get	0.0092405148722
in	foul	0.0142158980711
this	hope	0.0013273071948
with	long	0.0280846718039
don't	rock	0.00872228480953
the	come	0.0318749394015
don't	noble	0.0347418519387
thep	sweet	0
with	gracious	0.0089437687618
doesn't	die	0.0105326230131
the	pearl	0.00469410529067
of	church	0.0127610972718
thatc	wish	0.0209642720881
a	hold	0.0106227390237
these	doubt	0.00060480822539
on	doubt	0.000671629966706
on	mighty	0.00513335262487
withv	strong	0
inv	sheep	0
inv	gracious	0
of	wish	0.00202043042833
a	stone	0.0134693631402
thatc	horse	0.0327302117864
on	fight	0.01345227895
withv	poor	0
thep	sheep	0
this	deer	0.00636769771747
withv	worthy	0
thep	dangerous	0
in	pearl	0.00456867615963
in	horse	0.0340081547857
with	holy	0.0122998311653
don't	wall	0.0159832540472
don't	hope	0.00194424258405
inv	horse	0
thep	gentle	0
a	sit	0.00755017057616
with	prove	0.00240255074546
on	guard	0.00300694438136
these	dare	0.0041832568923
withv	deer	0
this	keep	0.0199536466639
on	dagger	0.00684221719543
that	noble	0.0333794204267
with	come	0.0467625153723
doesn't	deer	0.0065451234301
inv	precious	0
thatc	keep	0.00613476501747
a	wish	0.00159774459788
the	sheep	0.00964992885907
on	hang	0.0053503324846
thatc	dove	0.00499435249413
thatc	long	0.0299114133722
in	believe	0.00034110333885
these	bloody	0.0156685155281
with	keep	0.0162185129403
thep	keep	0
in	mighty	0.0052059029678
to	rock	0.00514456432277
in	marry	0.00105632521224
on	calf	0.0054847939988
inv	foul	0
on	give	0.0229075774595
don't	deer	0.00648692577116
these	hang	0.00531307225777
thatc	sit	0.00536673840363
to	bloody	0.0130608986504
the	die	0.0074084557836
withv	sword	0
to	gate	0.0306403299768
the	trust	0.00239551173437
of	kill	0.00590557953036
the	keep	0.0198907265839
that	sit	0.00755248773743
the	dare	0.00289544059288
the	holy	0.012392480823
thep	praise	0
thatc	love	0.0121726388743
of	hope	0.00176198378653
a	need	0.00257043944213
with	mighty	0.00514756702667
with	sword	0.041697216035
don't	believe	0.000439994621707
this	bloody	0.0146340722514
in	dagger	0.00685128914123
thatc	crown	0.043031345415
thatc	calf	0.00532155999127
in	sheep	0.0094308038465
for	foul	0.014895267545
that	dare	0.00290515379757
to	dangerous	0.00503076617467
thep	hate	0
in	hope	0.00175817995762
these	need	0.00199922718949
that	horse	0.0337611991687
those	know	0.00463242698893
thatc	hang	0.00211411688129
thatc	noble	0.0421513554327
that	door	0.019885593866
thep	hope	0
a	foul	0.014146351162
of	gentle	0.0240922611809
those	get	0.0106495468278
those	deer	0.00650427241423
these	cut	0.00388925289383
on	poor	0.0305740432612
thep	come	0
inv	great	0
in	prove	0.00245520321095
thep	crown	0
a	gentle	0.0244835694909
that	foolish	0.0058002293114
a	guard	0.00390266621857
that	find	0.00678629332933
withv	noble	0
those	love	0.0219662638469
thatc	mighty	0.00699622676117
a	horse	0.0335847198233
to	wall	0.0107028350275
a	royal	0.0147859087188
that	think	0.00382945181373
the	wish	0.00160636863076
of	sword	0.0417017568923
of	sit	0.0106374867399
withv	horse	0
inv	deer	0
thep	dagger	0
those	believe	0.000358761329307
doesn't	foolish	0.00614203049403
on	stone	0.013100941554
this	guard	0.00379450089257
on	need	0.00165611536493
don't	sit	0.0110663094392
thatc	serve	0.00152794546113
thatc	find	0.00258269218321
these	rock	0.00866944287643
of	dangerous	0.00529798328306
with	hold	0.00757669969094
with	noble	0.033572659095
this	fight	0.00961888053517
thatc	leave	0.0034007055231
the	royal	0.014703305256
thep	foolish	0
thatc	house	0.059625118073
inv	strong	0
with	bloody	0.0147171589006
this	heavy	0.00962188351977
for	strong	0.0131473157367
that	strong	0.0158157415526
in	poor	0.0303266411268
in	rock	0.0083524942456
doesn't	hope	0.00315043507951
that	hold	0.0105389736796
thatc	believe	0.00597435185107
withv	great	0
for	poor	0.0292657458634
that	foul	0.0139179275046
of	praise	0.00173871420046
these	dagger	0.0067914186006
with	heavy	0.00985843331027
of	get	0.0101174416679
on	marry	0.00106925912806
with	think	0.00462086563217
dare	for	0.0112119660683
for	rock	0.0119764372186
doesn't	strong	0.0152279128838
thep	go	0
thatc	dagger	0.00648503451493
these	foul	0.0143228252475
thatc	hate	0.000815400092817
thatc	worthy	0.0148300786243
that	wall	0.0156475013769
don't	love	0.0182042673723
these	kill	0.00633788619523
this	marry	0.00140309479698
this	noble	0.0332222045024
these	hope	0.00156662130605
with	wish	0.00205941145855
in	wear	0.0115646593749
in	leave	0.0060429081588
of	pearl	0.0045869455247
a	trust	0.00239510852867
thep	gracious	0
on	long	0.0280118883986
this	gate	0.0207037856167
the	love	0.0299909675277
on	holy	0.0125078371796
thatc	trust	0.00097232892981
the	banish	0.00159145948694
withv	calf	0
inv	worthy	0
those	give	0.0271966263847
these	dog	0.0175767451603
these	crown	0.043318813259
on	praise	0.00178226674861
a	mighty	0.00512745666796
doesn't	sheep	0.00927089496607
of	noble	0.0340456233133
inv	house	0
in	precious	0.00651025914297
of	mighty	0.00517566823353
thep	leave	0
in	foolish	0.00573014181333
in	dove	0.00576478532383
for	sheep	0.00979033148363
a	serve	0.0038464738765
inv	bloody	0
doesn't	door	0.0200606969816
thep	dove	0
thep	house	0
a	marry	0.00146653908123
these	worthy	0.0129537316577
those	guard	0.00311555891239
doesn't	sword	0.0431856887383
doesn't	serve	0.00405685072397
that	worthy	0.0128968923061
these	wear	0.0121843657074
those	praise	0.00188821752266
doesn't	dangerous	0.0057199131714
with	poor	0.030500280245
with	sheep	0.00940490821747
of	give	0.0229985322725
inv	worm	0
thatc	prove	0.0210054809842
that	dangerous	0.0052681669327
a	door	0.0200480548586
of	door	0.0208184420492
that	keep	0.0199560198329
of	gate	0.0207521059591
to	church	0.00590699365813
a	give	0.0280996380276
the	foul	0.0141069573306
in	go	0.0307551847546
these	stone	0.0139946534885
doesn't	cut	0.00195174877024
to	poor	0.0309826375011
these	dove	0.00495954615007
those	fight	0.0125566465257
thep	prove	0
this	prove	0.0021312702719
thep	marry	0
those	horse	0.031878374357
those	hope	0.00144763343404
don't	praise	0.00160103631551
the	hate	0.00211661623692
thatc	die	0.0056164040085
of	royal	0.0149542659826
thep	doubt	0
with	believe	0.000343715023973
on	house	0.058660557199
don't	mighty	0.00536562533563
that	holy	0.012520327031
this	banish	0.00154545259024
those	come	0.0438821752263
don't	calf	0.00577067877663
doesn't	bloody	0.0133005552529
the	calf	0.0055629693001
this	give	0.028083403232
thep	sit	0
a	get	0.012304592031
thep	stone	0
a	strong	0.0159322917586
of	bring	0.00594514453263
on	sword	0.041715677745
these	keep	0.0174176368798
withv	pearl	0
for	gentle	0.0205973043327
these	fight	0.012138165079
a	know	0.00461686728413
those	dagger	0.00699846958297
these	gate	0.020367155521
fight	for	0.025572564414
of	find	0.00467430324857
of	banish	0.00112264017394
don't	come	0.0517041289913
the	wear	0.01406613106
thep	church	0
thep	love	0
this	dog	0.0176588224318
of	worm	0.0083828126374
the	follow	0.00738565810183
that	follow	0.00738678299447
a	pearl	0.0046724230065
thep	wear	0
