to	great	0.0398360056896
these	house	0.0526923569802
thatc	strong	-0.0260615155341
thatc	door	-0.0219738036175
in	holy	-0.0211290511231
need	these	-0.0331030596168
hold	these	-0.0284137088516
thep	magi	-0.0344317090003
of	dog	-0.0143466011035
with	ahuramazda	0.0474408037311
those	heavy	-0.0184000335917
with	dog	-0.0203741518796
with	dagger	-0.0281876172121
of	heavy	-0.0243591427045
with	holy	-0.020798229657
those	gate	-0.00279372503124
sit	with	0.0154296280649
on	great	0.0197915115523
with	rock	-0.0229132722073
for	sweet	-0.00712771537383
withv	ahuramazda	-0.0344317090003
this	pearl	-0.0279646677476
these	noble	0.0243669108992
praise	with	-0.0340845126128
with	foolish	-0.0280171079279
these	dangerous	-0.0256069582902
cut	in	-0.0335827149788
of	foul	-0.0194381437086
in	precious	-0.0281096389702
in	church	-0.0166462538013
that	worm	-0.0222836076279
this	stone	-0.0146857665242
on	pearl	-0.0291000674142
on	foul	-0.0192367245841
on	wall	-0.0174819831153
for	door	-0.0130477876191
hold	this	-0.019772380314
go	with	0.117842722784
on	foolish	-0.0283065732677
a	gracious	-0.0207506748441
don't	foolish	-0.0271516897556
with	gate	-0.013430764911
serve	this	-0.0290513296389
find	that	-0.0249677420071
the	dagger	-0.0227381015704
that	dagger	-0.0238878834736
of	magi	0.255053260839
wear	the	-0.0156829832598
to	worthy	-0.024638493025
doesn't	worm	-0.023101449862
keep	of	-0.0290021630737
hold	with	-0.0330696308649
keep	on	-0.0290856131256
hold	the	-0.020379659807
that	gracious	-0.0208385717584
cut	those	-0.0313310781818
of	long	-0.00520960581684
for	yasmin	0.0191257860329
in	stone	-0.0213894483171
doesn't	ahriman	0.101059402007
cut	these	-0.0317744102333
to	strong	-0.0125519290047
in	foul	-0.0199129234406
a	holy	-0.0159633997837
for	gentle	-0.0186405421287
don't	rock	-0.0227943671433
of	calf	-0.0285548820634
follow	on	-0.0324063158495
with	gracious	-0.0245663842485
for	mighty	-0.0298082067662
the	pearl	-0.0271466875918
wear	a	-0.0150127083717
take	with	-0.0309316320581
the	great	0.0579025799032
think	thatc	0.144808931222
serve	on	-0.0333012570091
on	mighty	-0.0292294934486
in	gracious	-0.0248177973514
don't	dangerous	-0.0277933622483
stand	with	0.0686167410517
withv	zarathustra	-0.0344317090003
a	stone	-0.0150206921974
thatc	horse	-0.0139544010253
thatc	gracious	-0.0295729568183
hate	with	-0.0341477670154
banish	the	-0.0323155530888
of	precious	-0.027219161419
this	deer	-0.0256827791718
need	that	-0.0308909480529
those	bloody	-0.00778647070546
in	horse	0.00145285515551
doesn't	noble	0.00847378887392
don't	wall	-0.0131842957035
thep	ahuramazda	-0.0344317090003
need	the	-0.0309089866062
thatc	magi	0.282655861871
on	precious	-0.0274367707952
don't	gate	-0.00272018599656
on	dagger	-0.0267110587125
serve	the	-0.0291958534122
doesn't	deer	-0.0262480185399
on	long	-0.00484182564857
the	sheep	-0.0189331033581
thatc	dove	-0.0313784053721
thatc	long	-0.0201099118271
give	that	0.0905084505263
don't	greeks	0.265012159603
on	yasmin	0.140373612538
in	mighty	-0.0288481356822
those	magi	0.203163534344
on	calf	-0.0284210754364
in	sweet	0.00258207508804
love	a	0.00768789969838
don't	deer	-0.0266099018263
sit	in	-0.00696695861598
cut	with	-0.0338919380983
to	gate	0.00427378323771
don't	sweet	0.0141962425563
the	dove	-0.0260845312507
get	those	-0.0264753733151
the	holy	-0.0136365563539
this	yasmin	0.0474743091617
of	house	0.0302815750975
these	door	-0.00639384557989
banish	these	-0.0335719946933
with	sword	0.00409686944919
on	worm	-0.0257452252198
this	bloody	-0.0117046124592
a	dove	-0.026652675547
in	dagger	-0.0275071643763
for	foul	-0.0231025975659
thatc	calf	-0.0307982273226
in	sheep	-0.0248007998787
cut	the	-0.0287323486226
to	dangerous	-0.0283146893317
to	long	-0.000313615020829
those	royal	-0.00719270494966
that	horse	0.0169404323096
to	poor	0.00284107436797
withv	ahriman	-0.0344317090003
those	pearl	-0.0270995893986
a	foul	-0.0136320116506
this	foolish	-0.026095083238
the	gentle	0.00639218347375
those	deer	-0.0253057986704
on	poor	-0.00267063932392
banish	in	-0.0341200380514
guard	that	-0.0291139862391
this	ahuramazda	0.0498284778183
don't	noble	0.00604004400422
these	mighty	-0.0254086492855
these	foolish	-0.0258548445461
thatc	mighty	-0.0315149868277
a	horse	0.0171921480205
to	wall	-0.0229344783385
a	royal	-0.0115861802754
find	these	-0.0301722153885
of	sword	0.0111636396455
marry	those	-0.0334956695079
thatc	house	0.00363608790862
on	stone	-0.0216532203908
these	rock	-0.0220603013159
of	dangerous	-0.028913087561
doesn't	foolish	-0.0262895052313
with	bloody	-0.0199957357779
this	heavy	-0.0207909750349
for	strong	-0.0244442761191
hold	a	-0.0198585993181
wear	those	-0.0265923782517
in	rock	-0.0244733715498
wear	on	-0.0305274627716
for	poor	-0.0115452337636
find	in	-0.033073672068
that	foul	-0.0129315072817
guard	in	-0.0337040840062
these	dagger	-0.0239474651999
that	holy	-0.0151858973648
dare	for	0.00214563111296
for	rock	-0.022750398217
doesn't	strong	-0.0144398270416
thatc	dagger	-0.030222344694
these	foul	-0.0113287099504
the	zarathustra	0.037976892352
those	ahuramazda	0.0690032184816
that	wall	-0.0117725739032
guard	those	-0.0318576003962
the	magi	0.0987675382754
this	noble	0.0175463133699
withv	greeks	-0.0344317090003
come	for	0.330428959035
of	pearl	-0.0291701734738
for	magi	0.0478929361629
this	gate	-0.0025664027549
hold	in	-0.0323961265269
doesn't	poor	0.00586228254318
for	gracious	-0.0260726619149
these	dog	-0.00772684229175
these	crown	0.0310648597694
a	mighty	-0.0258882262738
doesn't	sheep	-0.0212869490766
of	noble	0.00184216233418
with	mighty	-0.0291067162836
of	mighty	-0.0290217461871
love	these	-0.0164949423233
give	these	0.0191832014155
